股票,2015年4月,2015年5月,2015年6月,2015年7月,2015年8月,2015年9月,2015年10月,2015年11月,2015年12月,2016年1月,2016年2月,2016年3月
瑞丰高材,2,8,2,1,3,0,2,0,0,1,0,2
迪安诊断,9,2,0,1,8,0,8,1,0,5,3,9
天玑科技,3,0,0,2,0,0,2,0,3,0,1,1
宝莱特,1,0,1,0,1,0,0,0,0,0,0,1
新开普,3,1,1,1,3,0,0,0,1,0,1,0
依米康,0,0,0,0,0,0,0,0,0,0,0,3
初灵信息,1,0,0,0,0,0,2,0,0,0,0,1
光线传媒,9,2,2,1,15,0,10,0,0,9,2,2
金信诺,2,1,0,0,1,0,1,0,0,2,1,2
卫宁健康,5,1,3,3,6,1,7,3,5,3,1,9
仟源医药,0,0,0,0,0,0,0,0,0,0,0,0
常山药业,8,2,0,2,7,0,9,0,0,0,0,7
星星科技,0,0,0,0,0,1,2,0,0,0,0,0
开山股份,6,0,4,1,0,0,3,0,1,0,0,0
精锻科技,2,0,0,0,2,0,0,1,3,2,2,1
新天科技,2,1,1,0,1,1,1,0,2,0,0,1
新莱应材,0,0,0,0,0,0,0,0,0,0,0,0
雅本化学,4,0,2,0,0,0,2,0,3,0,0,2
巴安水务,5,0,2,4,3,0,4,4,3,2,2,2
隆华节能,5,0,1,0,1,0,2,0,0,2,0,0
佳创视讯,0,0,1,0,0,0,0,0,0,0,0,0
通光线缆,1,0,0,0,0,0,0,0,0,0,0,0
尔康制药,1,1,0,1,4,0,5,0,0,1,2,1
万福生科,0,0,0,0,0,0,0,0,0,0,0,0
中威电子,3,2,1,0,0,0,0,0,0,1,1,1
华宇软件,2,8,0,6,4,3,11,0,5,5,14,4
开能环保,0,0,0,0,1,0,0,1,1,0,0,0
和佳股份,18,6,1,2,8,3,4,0,1,0,0,0
阳光电源,19,3,4,16,0,2,10,5,0,5,14,7
梅安森,0,0,0,0,0,0,0,0,0,0,0,0
三丰智能,0,0,0,0,0,0,0,0,0,0,0,0
海联讯,0,0,0,0,0,0,0,0,0,0,0,0
金明精机,1,0,2,3,4,0,0,0,0,0,1,0
汇冠股份,0,0,0,0,0,0,0,0,0,0,2,1
温州宏丰,0,0,0,0,0,0,0,0,0,0,0,0
苏交科,3,1,2,5,12,0,9,10,8,2,7,17
国瓷材料,3,0,1,3,3,0,4,3,1,1,4,2
安科瑞,0,1,0,0,0,0,0,0,0,2,0,2
飞利信,2,1,0,0,3,5,4,1,1,3,0,0
朗玛信息,0,0,0,0,0,0,0,2,0,0,0,0
利德曼,3,0,0,0,2,1,1,0,1,1,1,2
荣科科技,0,0,0,0,0,0,0,0,3,1,1,0
华录百纳,13,0,10,6,10,1,5,12,5,2,1,9
吴通控股,6,1,0,1,3,7,4,2,0,1,1,0
蓝英装备,0,0,0,0,1,0,0,0,0,0,0,0
博雅生物,7,0,0,0,2,2,5,0,0,8,4,2
三六五网,2,2,3,1,1,0,2,1,1,1,2,0
利亚德,1,1,0,1,6,0,8,1,2,0,4,10
蓝盾股份,1,0,0,0,1,2,3,2,1,1,1,2
三诺生物,1,0,1,3,11,1,9,1,0,0,2,0
汉鼎股份,3,3,5,7,1,3,4,2,2,1,0,1
长方集团,0,0,0,0,0,0,0,1,0,0,0,0
同有科技,2,0,0,4,4,0,7,3,1,3,1,0
聚飞光电,2,0,0,0,1,0,0,0,0,0,0,0
云意电气,0,0,0,0,2,0,0,0,1,0,4,1
裕兴股份,1,0,0,0,0,0,0,0,0,0,0,0
远方光电,3,2,6,1,0,0,0,0,0,0,2,1
慈星股份,18,5,1,0,1,0,1,1,1,1,2,6
中际装备,0,0,0,0,0,0,0,0,0,1,0,0
吉艾科技,2,1,2,3,3,1,2,0,0,0,0,1
宜通世纪,2,1,0,0,2,0,0,1,1,3,2,5
任子行,0,0,0,0,0,0,0,0,0,1,0,0
邦讯技术,3,0,0,0,1,0,0,0,1,1,0,0
戴维医疗,2,0,1,1,1,1,0,0,0,0,0,0
掌趣科技,2,0,0,0,0,1,2,0,0,2,0,0
晶盛机电,2,0,0,1,0,0,1,0,0,1,0,1
博晖创新,0,0,1,0,1,0,1,0,0,0,0,0
麦捷科技,0,0,0,1,1,0,1,0,1,0,1,0
海达股份,6,1,2,0,1,0,2,0,0,2,0,1
同大股份,0,0,0,0,0,0,0,0,0,0,0,0
华灿光电,0,0,0,0,0,0,0,0,0,0,0,0
旋极信息,0,0,0,0,0,0,0,0,0,0,0,1
德威新材,4,0,0,0,0,1,0,0,7,2,0,1
凯利泰,1,0,2,1,3,0,0,0,0,0,1,0
中颖电子,2,0,1,1,3,0,5,3,1,3,1,11
宜安科技,0,1,1,0,2,0,0,1,0,0,0,3
海伦钢琴,6,1,0,1,4,2,5,2,0,0,0,0
华虹计通,0,0,0,0,0,0,0,0,0,0,0,0
天壕环境,3,4,4,2,6,6,5,0,0,4,2,4
兆日科技,0,0,0,0,1,0,0,0,1,0,2,1
津膜科技,0,0,0,0,3,0,3,1,3,1,2,0
迪森股份,3,2,2,1,2,2,4,0,3,0,0,2
新文化,13,7,1,1,8,2,8,2,3,0,2,6
银邦股份,2,4,1,1,1,0,0,0,0,0,0,0
开元仪器,0,0,0,0,0,0,0,0,0,1,1,1
润和软件,6,0,0,0,2,1,1,3,4,3,3,5
科恒股份,0,0,0,0,0,0,0,0,0,0,0,0
麦迪电气,0,1,1,0,0,0,0,0,0,0,0,0
天银机电,5,0,2,0,5,0,4,0,0,0,0,0
联创股份,0,1,0,0,1,0,2,0,0,1,0,2
太空板业,0,0,0,0,0,0,0,0,0,0,0,0
红宇新材,8,0,1,0,3,1,2,0,1,2,0,0
南大光电,1,0,0,0,0,0,0,1,1,2,0,0
泰格医药,12,0,1,1,4,0,2,1,2,2,2,3
长亮科技,1,2,0,0,1,1,0,1,0,0,1,0
华鹏飞,0,0,1,0,0,1,1,0,0,0,1,0
永贵电器,3,1,2,5,5,1,5,1,0,2,5,3
北信源,3,3,3,0,2,3,3,0,1,0,0,1
东华测试,1,0,0,0,0,0,0,0,1,0,0,0
蒙草抗旱,2,0,1,0,2,0,0,1,0,0,0,0
光一科技,3,1,0,1,0,0,0,0,1,0,1,1
我武生物,0,0,0,0,4,0,0,1,2,0,1,0
楚天科技,0,3,0,1,0,0,1,0,1,0,1,5
全通教育,4,0,0,1,4,2,1,0,0,0,1,2
炬华科技,0,0,1,0,0,0,1,1,0,3,2,9
天翔环境,0,1,2,1,3,0,3,0,1,0,0,0
博腾股份,2,1,0,0,1,4,0,1,0,0,1,7
恒华科技,0,2,1,0,1,0,6,0,0,2,0,4
东方网力,1,4,2,4,2,12,4,0,0,0,7,3
汇金股份,0,0,0,0,0,0,0,0,2,0,0,1
绿盟科技,6,6,4,1,7,0,3,1,2,1,1,4
安控科技,4,1,2,2,1,0,2,2,1,0,0,2
汇中股份,2,1,0,0,0,0,0,0,0,0,0,0
欣泰电气,0,0,0,0,0,0,0,0,0,0,0,0
扬杰科技,3,1,0,1,0,0,0,1,0,0,0,3
鹏翎股份,1,0,1,0,1,0,1,0,0,1,0,2
易事特,2,2,0,0,3,0,2,3,1,7,9,1
赢时胜,0,0,0,1,0,0,0,0,0,0,0,1
鼎捷软件,1,2,1,4,4,1,4,0,2,0,1,3
东方通,7,0,0,3,2,1,3,0,0,0,0,0
安硕信息,3,0,0,0,0,0,0,0,0,0,0,0
溢多利,0,0,0,0,0,0,0,0,0,0,0,0
斯莱克,0,0,0,0,0,0,1,0,1,0,0,0
光环新网,2,4,2,0,0,1,5,2,0,0,4,9
三联虹普,0,0,0,0,1,2,1,1,3,0,2,0
雪浪环境,2,0,0,1,2,1,6,1,0,0,0,16
飞天诚信,0,0,0,0,0,0,0,0,0,0,0,0
富邦股份,0,0,0,0,0,0,0,0,2,1,1,0
国祯环保,5,0,1,0,4,1,5,1,0,0,0,0
艾比森,3,1,0,1,2,0,2,3,1,2,3,1
天华超净,0,0,0,0,0,0,0,1,0,0,0,0
康跃科技,0,1,0,0,1,0,0,0,0,0,0,0
腾信股份,3,3,1,2,3,0,3,1,2,2,0,1
中来股份,1,0,0,0,0,0,0,1,1,0,2,1
菲利华,0,0,0,0,0,0,2,1,1,1,0,0
迪瑞医疗,0,0,2,1,6,3,4,0,0,1,0,0
天和防务,0,0,1,1,0,0,0,0,0,0,0,0
飞凯材料,3,1,0,1,2,0,6,0,2,2,0,7
京天利,2,0,0,0,0,0,0,0,0,0,0,0
劲拓股份,3,0,1,0,0,0,1,1,1,0,0,2
花园生物,0,0,0,0,1,0,1,0,1,3,0,2
宝色股份,0,0,0,0,0,0,0,0,0,0,0,0
地尔汉宇,3,0,0,0,0,0,2,0,3,1,2,3
科隆精化,0,0,0,0,0,0,0,0,0,0,0,0
九强生物,0,0,0,0,0,0,0,0,0,0,3,10
三环集团,7,1,0,0,0,1,4,0,1,2,3,5
道氏技术,4,2,1,0,1,1,3,0,0,0,0,2
金盾股份,2,0,1,0,0,2,1,0,0,0,0,0
迦南科技,0,0,0,0,0,0,0,0,0,0,0,0
白云机场,1,1,0,1,2,0,0,0,1,2,1,0
武钢股份,9,1,1,3,5,2,3,4,0,1,1,0
东风汽车,0,0,0,1,0,1,0,1,0,0,1,0
中国国贸,1,0,0,0,2,0,1,0,0,0,0,2
首创股份,2,2,0,0,0,1,0,0,0,0,0,1
上海机场,6,2,3,1,11,1,10,2,3,2,6,16
包钢股份,3,1,0,0,2,0,2,0,0,0,1,0
华能国际,0,0,0,0,0,0,0,0,0,0,0,0
皖通高速,0,1,0,1,0,0,0,0,0,0,1,1
日照港,0,0,0,0,2,0,1,2,0,0,0,0
上港集团,4,0,0,0,3,0,2,0,0,1,2,4
宝钢股份,10,3,3,2,8,1,4,0,0,1,0,7
中原高速,0,0,0,0,0,0,0,0,0,0,0,0
上海电力,1,1,0,0,3,0,0,0,0,0,0,6
山东钢铁,2,1,1,0,2,0,2,0,0,1,0,0
浙能电力,2,1,1,0,3,0,1,0,0,0,0,0
中海发展,5,1,0,1,2,0,2,0,3,0,0,3
华电国际,2,0,0,0,6,0,3,0,0,0,0,3
中国石化,9,4,1,6,6,1,5,1,3,4,0,6
南方航空,9,2,1,3,7,0,4,6,2,3,1,6
三一重工,5,0,0,0,1,0,0,0,2,1,1,6
福建高速,0,0,0,0,0,0,0,0,1,0,0,0
楚天高速,0,0,0,0,1,0,0,0,0,0,0,0
歌华有线,8,2,15,1,9,3,3,5,0,3,0,2
中直股份,2,5,0,3,4,2,4,3,0,0,0,4
四川路桥,0,0,0,0,0,0,0,0,0,0,0,0
保利地产,0,0,0,2,20,7,11,0,0,9,4,6
中国联通,5,1,1,0,2,0,5,2,1,0,4,8
宁波联合,0,0,0,0,0,0,0,0,0,0,0,0
浙江广厦,0,0,0,0,0,0,0,0,1,0,0,0
黄山旅游,15,0,6,4,11,0,5,2,2,6,5,2
华润万东,2,1,3,2,4,0,5,1,0,1,2,5
中国医药,0,0,1,0,0,0,0,0,0,0,0,0
象屿股份,9,1,0,1,3,0,2,0,4,4,0,0
五矿发展,1,2,5,3,5,0,3,6,5,0,1,5
古越龙山,3,0,1,1,0,0,1,0,1,2,0,2
海信电器,6,2,5,1,10,2,8,3,3,3,0,0
华润双鹤,0,0,2,2,0,0,0,0,0,0,0,0
皖维高新,0,0,0,0,0,0,0,0,0,0,0,0
南京高科,2,1,1,2,2,1,3,0,1,0,0,3
宇通客车,6,3,2,2,13,4,14,4,3,5,5,6
冠城大通,3,2,1,5,2,0,2,0,0,0,0,4
葛洲坝,3,1,1,0,1,0,0,2,0,0,0,1
浙江富润,0,0,0,0,0,0,0,0,0,0,0,2
上海梅林,2,1,0,2,0,2,3,3,3,0,4,3
保千里,2,2,2,0,2,1,0,1,1,1,2,3
康欣新材,0,0,0,0,0,0,0,0,0,0,0,0
宋都股份,0,0,0,1,3,0,3,0,0,0,0,2
澄星股份,0,0,0,0,0,0,0,0,0,0,0,0
人福医药,8,3,3,0,3,3,8,4,8,6,1,14
金花股份,0,0,0,0,0,0,0,0,0,0,0,2
东风科技,1,0,0,1,3,0,1,0,0,3,0,2
博信股份,0,0,0,0,0,0,0,0,0,0,0,0
中葡股份,0,0,0,0,0,0,0,0,0,0,0,0
同仁堂,2,0,1,0,5,0,0,3,4,0,0,6
东方金钰,0,0,0,0,0,0,0,0,0,0,0,0
中视传媒,0,0,0,0,0,0,0,0,0,0,0,0
特变电工,5,0,0,3,5,0,4,2,2,4,0,0
啤酒花,0,0,1,0,0,0,0,0,0,0,0,0
禾嘉股份,0,0,2,1,0,2,2,0,0,0,0,0
大名城,2,3,0,0,2,1,2,0,0,0,0,0
哈高科,0,0,0,0,0,0,0,0,0,0,0,1
云天化,3,0,0,1,3,1,0,1,0,0,0,2
广州发展,2,0,2,1,3,3,0,1,1,0,0,1
同方股份,0,1,0,0,0,0,0,1,0,0,0,0
明星电力,0,0,0,0,0,0,0,0,0,0,0,0
青山纸业,0,0,0,0,0,0,0,0,0,0,0,0
上汽集团,16,2,0,3,10,1,6,13,2,4,1,0
永鼎股份,0,1,4,2,5,4,8,2,1,2,0,1
重庆路桥,1,0,1,0,1,1,0,1,0,0,0,0
美尔雅,0,0,0,0,0,0,0,0,0,0,0,0
亚盛集团,2,0,0,0,2,0,0,0,0,0,0,0
北方稀土,2,0,0,0,1,0,1,0,0,0,0,0
天成控股,1,0,0,1,0,0,0,0,1,0,0,0
浙江东日,0,0,0,0,0,0,0,0,0,0,0,0
东睦股份,1,0,0,5,0,1,0,0,0,0,0,0
东方航空,10,2,3,5,5,0,6,0,1,0,1,7
三峡水利,0,0,0,0,0,2,2,1,0,3,0,0
西宁特钢,0,3,0,0,1,0,2,0,0,1,0,0
中国卫星,2,5,1,2,7,1,1,0,0,0,0,0
长江投资,0,0,0,0,0,0,0,0,0,0,0,0
郑州煤电,2,0,0,0,0,0,0,1,0,0,0,0
宏图高科,0,0,1,0,1,1,1,0,0,0,0,0
兰花科创,4,0,0,0,3,1,2,0,0,0,0,1
铁龙物流,0,0,0,0,0,0,3,0,0,0,0,3
杭钢股份,4,0,1,1,2,0,2,0,0,1,0,0
金健米业,0,0,1,1,0,0,0,0,0,0,0,0
弘业股份,0,0,0,0,0,0,0,0,0,0,0,0
太极集团,2,2,1,0,0,0,0,1,0,0,0,0
波导股份,0,0,0,0,0,0,0,0,0,0,0,0
岷江水电,0,0,0,0,0,0,0,0,0,0,0,0
重庆啤酒,0,0,0,0,0,0,0,0,2,1,0,0
东湖高新,0,0,0,0,0,0,0,0,0,0,0,0
乐凯胶片,0,0,0,0,0,0,0,0,0,0,0,1
道博股份,0,0,0,2,4,1,1,2,1,0,6,0
浪莎股份,1,0,0,0,0,0,0,1,1,0,0,0
中青旅,29,3,2,1,23,3,9,1,3,9,0,7
兴发集团,1,1,0,0,2,0,2,0,1,1,0,2
金发科技,11,3,5,0,6,0,5,0,0,0,0,0
商赢环球,0,0,0,1,0,0,0,4,0,1,0,1
长春一东,0,0,0,0,0,0,0,0,0,0,0,0
中国船舶,1,0,0,0,2,0,0,0,0,0,0,0
航天机电,3,0,3,0,1,0,2,2,0,0,2,0
维科精华,0,0,0,0,0,0,0,0,0,0,0,0
华升股份,0,0,0,0,0,0,0,0,0,0,0,0
永泰能源,6,0,0,4,0,0,1,2,0,0,0,1
中体产业,1,1,0,0,1,0,1,1,2,0,0,1
大龙地产,0,0,0,0,0,0,0,0,0,0,0,0
巨化股份,0,0,0,0,1,1,3,1,4,7,3,2
天坛生物,0,0,0,0,0,0,0,0,0,1,2,3
香江控股,0,0,0,0,2,1,1,5,3,0,1,1
新日恒力,0,0,0,0,0,0,0,1,0,0,0,0
福田汽车,0,0,0,0,0,0,0,1,0,0,0,0
太原重工,0,1,0,0,0,0,0,0,0,0,0,0
上海建工,0,0,0,0,0,0,0,0,0,0,0,1
上海贝岭,0,1,0,0,0,0,0,1,0,0,0,0
黄河旋风,4,2,0,8,2,3,3,8,3,1,1,0
卧龙地产,0,0,0,1,0,0,0,0,0,0,0,0
中国巨石,8,7,1,2,11,1,7,1,1,1,0,12
雅戈尔,7,2,0,1,4,0,2,1,0,0,0,0
瑞茂通,2,3,0,3,3,2,2,2,3,0,1,0
S佳通,0,0,0,0,0,0,0,0,0,0,0,0
生益科技,1,0,0,0,1,0,1,0,0,1,0,1
光电股份,2,0,0,0,0,1,1,1,0,1,0,0
格力地产,4,0,2,0,2,0,0,1,0,2,0,1
莲花健康,0,0,0,0,0,0,0,0,0,0,0,0
国中水务,1,2,0,0,0,0,0,0,0,0,0,0
兖州煤业,0,0,0,0,0,0,0,0,0,0,0,0
吉林森工,0,0,0,0,0,0,0,0,0,0,0,0
锦州港,0,0,0,0,0,0,0,0,0,0,0,0
长城电工,0,0,0,0,0,0,0,0,0,0,0,0
创兴资源,0,0,0,0,0,0,0,0,0,0,0,0
中牧股份,7,0,0,0,6,0,1,4,0,0,0,9
复星医药,5,2,1,2,4,1,3,1,3,0,1,3
伊力特,0,0,0,0,0,0,0,0,0,0,0,0
大唐电信,3,0,1,0,1,0,0,1,0,0,0,0
金种子酒,0,0,0,0,0,0,0,0,0,0,0,0
生物股份,10,0,6,2,9,5,10,4,2,3,3,3
哈空调,0,0,0,0,0,0,0,0,0,0,0,0
福日电子,1,0,0,1,0,0,0,0,0,0,0,3
有研新材,0,0,0,0,0,0,0,0,0,0,0,0
安彩高科,0,0,0,0,1,0,0,1,0,0,0,0
新湖中宝,5,1,1,0,0,0,0,0,1,1,0,2
紫江企业,0,0,0,0,0,0,0,0,0,0,0,0
西藏药业,1,0,0,0,5,0,0,1,0,0,1,9
亚星客车,0,0,0,0,0,0,0,0,0,0,0,0
长春经开,0,0,0,0,0,0,0,0,0,0,0,0
浙江医药,0,0,0,0,0,0,0,0,0,0,1,0
全柴动力,0,0,0,0,0,0,0,0,0,0,0,0
南山铝业,0,0,0,0,2,0,0,0,0,2,1,0
江苏阳光,0,0,0,0,0,0,0,0,0,0,0,0
海南航空,1,0,0,0,0,0,0,1,0,0,0,3
太龙药业,6,0,3,1,1,0,1,0,0,0,0,0
鲁商置业,2,1,0,1,2,0,1,0,2,0,0,5
天津松江,0,1,0,0,0,0,0,0,0,0,0,0
赤天化,0,0,0,0,0,0,0,0,0,0,0,0
昌九生化,0,0,0,0,0,0,0,0,0,0,0,0
城市传媒,0,0,0,0,0,0,0,0,0,0,0,0
凌钢股份,1,0,1,1,1,0,1,0,0,1,0,2
金鹰股份,0,0,0,0,0,0,0,0,0,0,0,1
大杨创世,1,1,0,0,2,0,2,0,0,1,0,3
民丰特纸,2,0,0,0,1,0,1,0,0,0,0,0
桂冠电力,0,0,0,2,1,2,2,0,0,3,0,3
铜峰电子,0,0,0,0,0,0,0,0,0,2,0,0
海南椰岛,1,1,1,0,0,0,0,0,0,0,0,0
云南城投,1,0,1,0,4,1,0,0,0,0,0,0
华业资本,3,2,2,3,4,3,2,3,1,1,1,0
时代万恒,0,0,0,0,0,0,0,0,0,0,0,0
青海华鼎,0,0,0,0,0,0,0,0,0,0,0,0
万通地产,0,0,0,0,0,0,0,0,0,0,1,1
延长化建,0,0,0,0,0,0,1,0,0,0,0,0
两面针,3,0,0,0,0,0,0,0,0,0,0,0
南纺股份,0,0,0,0,0,0,0,0,0,0,0,0
冠农股份,1,0,2,1,1,0,1,0,0,0,0,0
中恒集团,2,1,0,0,0,0,0,0,0,0,0,0
鑫科材料,0,0,0,0,0,0,0,0,0,0,0,0
广汇能源,5,1,2,2,1,0,1,0,0,0,0,0
大湖股份,0,0,1,0,0,0,0,0,1,1,0,1
阳光照明,8,0,0,2,8,0,2,0,0,0,0,0
北方股份,0,0,0,0,0,0,0,0,0,0,1,0
北京城建,2,1,0,1,4,0,1,4,1,0,1,9
海正药业,1,0,0,0,1,0,1,0,0,0,0,0
国电南自,0,1,0,0,0,0,0,0,0,0,0,0
赣粤高速,0,1,0,0,1,0,0,0,0,0,0,0
外运发展,4,2,1,2,3,0,5,1,6,3,3,8
开开实业,0,0,0,0,0,0,0,0,0,0,0,0
嘉化能源,0,0,0,0,0,0,1,1,1,1,0,5
武昌鱼,0,0,0,0,0,0,0,0,0,0,0,0
恒瑞医药,14,3,4,4,11,8,13,5,2,3,8,0
亿利洁能,9,2,0,0,1,0,2,0,0,0,0,0
东方创业,0,0,0,0,0,0,0,0,0,0,0,0
重庆港九,0,0,0,0,0,0,0,0,0,0,0,1
中央商场,3,6,2,4,3,0,1,1,0,0,0,0
太化股份,0,0,0,0,0,0,0,0,0,0,0,0
南钢股份,0,0,0,0,3,0,1,1,1,8,1,1
钱江水利,1,0,0,0,0,0,0,1,0,1,0,1
浦东建设,0,0,0,0,1,0,0,0,0,0,0,2
羚锐制药,1,0,0,1,4,2,2,1,0,3,2,4
江苏舜天,1,0,0,0,0,0,0,0,0,0,0,0
大恒科技,0,0,0,0,0,0,0,0,0,0,0,0
亿阳信通,1,0,0,0,0,0,3,0,1,0,2,4
华仪电气,0,1,0,1,3,2,2,4,6,2,0,1
三峡新材,0,0,0,0,0,0,0,0,0,0,0,0
鄂尔多斯,0,0,0,0,0,0,0,0,0,0,0,0
广汇汽车,0,0,0,0,0,1,1,0,7,5,2,3
安琪酵母,6,0,1,12,7,2,7,3,2,12,8,14
维维股份,0,0,0,0,0,0,0,0,0,1,0,0
标准股份,0,0,0,0,0,0,0,0,0,0,0,0
曙光股份,0,0,0,0,0,0,0,0,1,3,0,2
恒顺醋业,5,1,1,4,13,1,14,0,0,3,2,7
酒钢宏兴,2,0,1,0,3,0,2,1,0,1,0,0
华泰股份,1,0,0,0,0,0,0,0,0,0,0,0
万华化学,9,0,0,8,0,0,8,7,0,1,0,5
桂东电力,0,1,2,3,2,0,0,0,1,1,0,0
平高电气,5,1,1,0,4,1,3,7,4,2,16,2
农发种业,6,0,2,5,4,1,3,0,1,4,0,0
上海家化,6,2,6,0,9,1,6,0,1,1,0,11
洪都航空,1,0,0,0,0,0,0,1,0,0,0,1
营口港,0,0,0,0,0,0,0,0,0,0,0,0
新力金融,0,0,0,0,0,1,0,0,0,0,0,1
振华重工,0,0,0,0,0,0,0,0,0,0,0,0
国栋建设,0,0,0,0,0,0,0,0,0,0,0,0
天房发展,0,0,0,0,1,0,0,1,0,0,0,0
瀚蓝环境,4,2,0,0,3,2,5,7,1,1,1,3
华发股份,2,0,4,0,3,1,3,3,1,1,0,0
西藏天路,1,0,0,0,0,0,1,0,0,0,0,0
大东方,7,0,4,0,2,0,1,0,0,0,0,0
兰太实业,0,0,0,0,0,0,0,0,0,0,0,0
中新药业,3,3,1,1,3,2,0,1,1,0,0,0
天通股份,2,0,1,1,1,0,1,0,0,1,0,0
宏达股份,0,0,0,0,0,0,0,0,0,0,0,0
白云山,2,1,0,1,2,2,0,2,0,0,0,3
长春燃气,0,0,0,0,0,0,0,0,0,0,0,0
国机汽车,3,0,0,3,0,0,1,0,0,0,0,0
澳柯玛,0,0,0,0,0,0,0,0,0,0,0,0
美克家居,9,0,3,3,9,2,4,0,0,2,0,0
西藏珠峰,0,0,2,1,2,0,1,0,2,0,0,2
华夏幸福,10,10,0,9,13,1,10,5,17,10,0,14
航天动力,0,0,0,0,0,0,0,0,0,0,0,0
长江通信,0,0,0,0,0,0,0,0,0,0,0,0
阳泉煤业,8,0,0,0,4,0,2,1,0,0,0,0
山东高速,0,1,3,1,2,0,0,1,0,0,0,2
亚宝药业,4,0,1,1,3,0,0,0,2,1,0,2
浙江龙盛,4,0,0,0,1,0,1,0,0,0,0,0
旭光股份,0,0,0,0,0,0,0,0,0,0,0,0
敦煌种业,0,0,0,0,0,0,0,0,0,0,0,0
精伦电子,0,0,0,0,0,0,1,0,1,2,0,1
恒丰纸业,0,0,0,0,1,0,1,0,0,0,0,0
国旅联合,5,0,0,1,2,2,7,7,2,0,9,4
新农开发,0,0,0,0,0,0,0,0,0,0,0,0
华微电子,0,0,0,0,0,0,0,1,0,0,0,1
华联综超,0,0,0,0,0,0,1,0,0,0,0,0
江西铜业,2,0,0,0,1,0,2,0,1,0,0,3
联创光电,0,0,0,0,0,0,0,0,0,0,0,0
通葡股份,0,0,0,0,0,0,0,0,0,0,0,0
宁波韵升,6,5,3,1,4,0,3,0,1,0,1,3
红星发展,1,0,0,0,0,0,0,0,0,0,0,0
五洲交通,0,0,0,0,0,0,0,0,0,0,0,0
三房巷,0,0,0,0,0,0,0,0,0,0,0,0
万向德农,0,0,0,0,0,0,0,0,0,0,0,0
中航电子,0,0,0,2,3,0,2,1,0,0,0,3
中文传媒,0,2,3,0,1,1,1,0,0,0,1,0
首开股份,9,0,1,0,5,0,6,0,0,2,0,1
宁沪高速,2,0,1,0,3,1,0,1,0,1,2,7
天科股份,0,0,0,0,0,0,0,0,0,0,0,1
宝光股份,0,0,0,0,0,0,0,0,0,0,0,0
健康元,0,0,0,0,0,0,0,0,0,0,0,0
青海春天,0,0,0,0,0,0,0,0,0,0,0,0
广东明珠,0,0,0,0,1,0,0,1,0,0,0,1
金地集团,4,1,2,2,8,4,4,3,2,1,0,1
北巴传媒,0,0,0,0,0,0,0,0,0,0,0,0
海越股份,0,0,0,0,0,0,0,0,0,0,0,0
龙净环保,5,2,2,0,4,0,1,3,1,1,0,1
江山股份,0,0,0,0,0,0,0,0,0,0,0,0
成发科技,2,1,2,2,3,1,2,0,0,0,0,0
盛和资源,3,0,0,0,0,0,0,7,0,1,0,0
盘江股份,6,0,0,2,2,0,1,1,1,0,0,2
金山股份,0,0,1,0,0,0,0,0,0,0,0,0
安源煤业,6,3,2,1,2,0,1,0,0,0,0,0
海澜之家,8,1,0,9,14,3,15,2,0,0,3,0
抚顺特钢,3,1,1,4,4,0,2,2,0,1,0,4
红豆股份,0,0,0,0,1,0,0,1,0,1,1,0
大有能源,5,0,0,0,2,0,1,0,0,0,0,0
动力源,0,0,1,0,0,0,0,0,0,0,0,0
国电南瑞,3,0,0,0,5,1,3,0,1,4,0,1
三友化工,2,0,2,0,4,0,0,0,0,1,3,8
华胜天成,5,1,0,1,1,0,2,1,1,0,0,0
小商品城,7,2,3,1,1,2,3,4,6,0,0,2
湘电股份,1,1,0,6,1,1,2,3,0,0,1,2
江淮汽车,5,3,3,12,11,9,18,17,4,5,8,5
天润乳业,0,0,0,0,0,0,0,0,0,0,0,2
仰帆控股,0,0,0,0,0,0,0,0,0,0,0,0
昆药集团,3,0,3,3,7,1,9,2,0,2,1,3
柳化股份,0,0,0,0,0,0,0,0,0,0,0,0
青松建化,1,0,0,0,0,0,0,1,0,0,0,0
华鲁恒升,7,0,4,2,6,0,4,0,0,0,0,5
中远航运,2,0,0,0,2,0,2,0,0,0,0,0
三元股份,2,0,0,1,1,0,0,0,0,3,0,0
冠豪高新,0,0,0,1,1,0,0,2,2,1,0,5
北方导航,0,0,0,0,0,0,0,0,0,0,0,0
片仔癀,8,0,0,0,6,1,4,1,0,1,1,0
通威股份,3,10,1,4,4,1,4,1,2,0,1,0
瑞贝卡,2,1,2,0,2,0,2,0,0,0,0,0
金证股份,3,0,4,2,7,0,10,0,0,4,0,7
华纺股份,0,0,0,0,0,0,0,0,0,0,0,0
宁夏建材,2,0,0,0,2,0,0,0,0,0,0,2
涪陵电力,0,0,0,0,0,0,0,0,0,0,0,12
宝钛股份,2,0,0,0,0,0,1,0,1,1,0,0
时代新材,0,0,1,0,0,0,0,1,0,0,0,0
贵研铂业,3,0,0,0,2,1,0,0,0,0,0,0
士兰微,1,0,1,1,3,0,1,0,0,0,1,0
空港股份,0,0,1,0,1,0,1,2,1,0,0,0
蓝光发展,1,0,2,1,1,0,0,0,0,1,0,0
好当家,1,2,0,1,0,0,0,0,0,7,0,0
百利电气,0,0,0,0,1,0,0,0,0,1,0,0
风神股份,4,0,1,1,2,0,0,0,0,0,0,0
六国化工,0,0,1,0,1,0,2,0,0,0,0,0
