股票,2015年4月,2015年5月,2015年6月,2015年7月,2015年8月,2015年9月,2015年10月,2015年11月,2015年12月,2016年1月,2016年2月,2016年3月
中材节能,1,0,0,0,0,0,0,0,0,0,0,0
华贸物流,3,0,0,0,1,0,0,2,0,2,0,1
福达股份,0,0,0,0,0,0,0,0,0,0,0,0
渤海轮渡,0,0,0,1,5,0,4,0,1,0,0,0
莎普爱思,0,0,0,0,0,0,0,0,0,0,0,1
兰石重装,0,0,0,0,0,0,0,0,0,0,0,0
亚邦股份,0,0,0,0,0,0,0,0,0,0,0,0
海天味业,10,2,0,1,13,1,18,0,1,0,2,22
华懋科技,0,0,1,0,2,0,2,0,0,1,0,0
应流股份,11,3,7,6,5,3,7,1,17,5,0,2
依顿电子,0,0,0,0,0,0,0,0,0,0,0,0
明星电缆,0,0,0,0,0,0,0,0,0,0,0,0
日出东方,0,3,1,3,0,0,2,0,0,0,0,0
柳州医药,2,4,0,4,0,0,1,0,2,1,0,3
今世缘,1,0,0,0,0,0,0,3,2,1,1,2
新华龙,0,0,0,0,0,0,0,0,0,0,0,0
九洲药业,3,1,1,5,0,0,3,2,2,3,3,0
维格娜丝,2,0,0,1,1,0,0,0,2,0,0,0
贵人鸟,12,8,1,5,8,0,2,11,1,1,1,1
高能环境,4,0,5,4,4,0,3,1,0,1,5,0
东方电缆,0,0,0,0,1,0,0,0,0,0,0,0
禾丰牧业,5,1,0,0,3,0,1,0,1,0,0,4
南威软件,0,0,0,0,0,0,0,0,0,0,0,0
石英股份,0,0,0,0,0,0,0,0,1,0,0,0
纽威股份,1,2,2,2,2,0,1,1,0,0,0,0
隆鑫通用,6,1,4,8,3,2,6,2,3,8,3,4
福斯特,1,0,0,1,2,0,2,0,0,2,1,4
新澳股份,1,0,0,0,1,0,0,0,0,0,0,1
中电电机,0,0,0,0,0,0,0,0,0,0,0,0
洛阳钼业,0,0,0,1,1,0,0,0,0,0,0,1
方盛制药,0,1,0,0,1,0,0,0,0,0,0,2
